"reference_area","measure","unit_of_measure","sex","age","labour_force_status","work_period","hours_type","worker_status","working_time_arrangement","aggregation_operation","hour_bands","job_coverage","time_period","obs_value","observation_status","unit_multiplier"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2016,1754,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2016,1742,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2017,1754,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2017,1756,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2018,1759,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2018,1760,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2019,1776,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2019,1783,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2020,1739,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2020,1774,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2021,1727,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2021,1730,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2022,1748,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2022,1747,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1950,1823,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1950,2351,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1951,2360,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1951,1858,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1952,1839,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1952,2339,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1953,2313,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1953,1825,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1954,1844,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1954,2316,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1955,2292,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1955,1844,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1956,1816,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1956,2236,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1957,2200,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1957,1809,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1958,1803,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1958,2179,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1959,2179,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1959,1807,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1960,1826,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1960,2188,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1961,2165,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1961,1817,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1962,1836,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1962,2178,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1963,2159,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1963,1831,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1964,1847,"Normal value","Units"
"France","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1964,2166,"Normal value","Units"
